"","Nest","maxclutch","Init","year","site"
"1378","BCL051",5,155,2006,"kig"
"1379","BCL052",5,154,2006,"kig"
"1380","BCL053",6,156,2006,"kig"
"1381","BCL055",5,148,2006,"kig"
"1382","BCL056",5,155,2006,"kig"
"1383","BCL057",4,159,2006,"kig"
"1384","BCL060",5,161,2006,"kig"
"1385","BCL061",5,163,2006,"kig"
"1386","BCL062",6,158,2006,"kig"
"1387","BCL065",5,156,2006,"kig"
"1388","BCL069",5,162,2006,"kig"
"1389","BCL070",3,171,2006,"kig"
"1390","BCL071",4,164,2006,"kig"
"1391","BCL072",6,156,2006,"kig"
"1392","BCL073",3,166,2006,"kig"
"1393","DCP021",6,148,2006,"kig"
"1394","DCP022",5,149,2006,"kig"
"1395","DCP024",6,154,2006,"kig"
"1396","DCP027",5,154,2006,"kig"
"1397","DCP030",5,152,2006,"kig"
"1398","DCP031",5,156,2006,"kig"
"1399","DCP035",6,154,2006,"kig"
"1400","DCP036",3,157,2006,"kig"
"1401","DCP037",6,152,2006,"kig"
"1402","DCP038",4,157,2006,"kig"
"1403","DCP039",5,152,2006,"kig"
"1404","DCP041",5,151,2006,"kig"
"1405","DCP042",4,157,2006,"kig"
"1406","DCP045",4,147,2006,"kig"
"1407","DCP047",5,161,2006,"kig"
"1408","DCP048",3,149,2006,"kig"
"1409","DCP049",5,152,2006,"kig"
"1410","DCP050",6,153,2006,"kig"
"1411","DCP051",5,157,2006,"kig"
"1412","DCP052",5,155,2006,"kig"
"1413","DCP053",34,157,2006,"kig"
"1414","DCP055",5,157,2006,"kig"
"1415","DCP057",4,158,2006,"kig"
"1416","DCP058",6,168,2006,"kig"
"1417","DCP060",3,165,2006,"kig"
"1418","DCP062",5,158,2006,"kig"
"1419","DCP064",5,NA,2006,"kig"
"1420","GPL008",6,149,2006,"kig"
"1421","GPL033",6,151,2006,"kig"
"1422","GPL037",6,149,2006,"kig"
"1423","GPL041",5,154,2006,"kig"
"1424","GPL059",6,148,2006,"kig"
"1425","GPL061",3,153,2006,"kig"
"1426","GPL064",5,149,2006,"kig"
"1427","GPL068",4,153,2006,"kig"
"1428","GPL070",6,154,2006,"kig"
"1429","GPL071",6,154,2006,"kig"
"1430","GPL073",6,150,2006,"kig"
"1431","GPL074",3,NA,2006,"kig"
"1432","GPL075",4,149,2006,"kig"
"1433","GPL076",5,147,2006,"kig"
"1434","GPL077",2,160,2006,"kig"
"1435","GPL078",6,161,2006,"kig"
"1436","GPL080",6,161,2006,"kig"
"1437","GPL081",6,157,2006,"kig"
"1438","GPL082",5,157,2006,"kig"
"1439","GPL084",4,153,2006,"kig"
"1440","GPL088",5,164,2006,"kig"
"1441","GPL089",7,147,2006,"kig"
"1442","GPL092",5,154,2006,"kig"
"1443","GPL094",5,154,2006,"kig"
"1444","GPL095",5,148,2006,"kig"
"1445","GPL096",5,156,2006,"kig"
"1446","GPL098",6,153,2006,"kig"
"1447","GPL099",6,152,2006,"kig"
"1448","GPL100",5,152,2006,"kig"
"1449","GPL101",4,169,2006,"kig"
"1450","GPL102",5,157,2006,"kig"
"1451","JJR023",6,149,2006,"kig"
"1452","JJR026",5,152,2006,"kig"
"1453","JJR029",5,152,2006,"kig"
"1454","JJR030",6,151,2006,"kig"
"1455","JJR041",5,152,2006,"kig"
"1456","JJR043",6,150,2006,"kig"
"1457","JJR044",4,156,2006,"kig"
"1458","JJR045",6,153,2006,"kig"
"1459","JJR047",4,153,2006,"kig"
"1460","JJR048",7,153,2006,"kig"
"1461","JJR049",4,148,2006,"kig"
"1462","JJR052",4,154,2006,"kig"
"1463","JJR053",6,154,2006,"kig"
"1464","JJR054",2,151,2006,"kig"
"1465","JJR055",5,159,2006,"kig"
"1466","JJR059",6,151,2006,"kig"
"1467","JJR063",4,154,2006,"kig"
"1468","JJR064",4,151,2006,"kig"
"1469","JJR065",5,160,2006,"kig"
"1470","JJR066",6,154,2006,"kig"
"1471","JJR070",5,158,2006,"kig"
"1472","JJR072",6,148,2006,"kig"
"1473","JJR074",4,156,2006,"kig"
"1474","JJR075",5,162,2006,"kig"
"1475","JJR076",5,156,2006,"kig"
"1476","JJR077",5,159,2006,"kig"
"1477","JJR079",6,149,2006,"kig"
"1478","JJR083",5,150,2006,"kig"
"1479","JJR084",4,148,2006,"kig"
"1480","JJR085",5,151,2006,"kig"
"1481","JJR087",4,151,2006,"kig"
"1482","JJR088",6,152,2006,"kig"
"1483","JJR093",2,155,2006,"kig"
"1484","JJR094",3,167,2006,"kig"
"1485","JJR095",5,153,2006,"kig"
"1486","JJR096",5,155,2006,"kig"
"1487","JJR099",4,172,2006,"kig"
"1488","JJR100",5,161,2006,"kig"
"1489","MSS024",4,151,2006,"kig"
"1490","MSS027",5,151,2006,"kig"
"1491","MSS028",5,148,2006,"kig"
"1492","MSS029",6,152,2006,"kig"
"1493","MSS030",4,152,2006,"kig"
"1494","MSS031",6,154,2006,"kig"
"1495","MSS032",6,150,2006,"kig"
"1496","MSS035",5,154,2006,"kig"
"1497","MSS037",4,154,2006,"kig"
"1498","MSS038",5,152,2006,"kig"
"1499","MSS040",5,151,2006,"kig"
"1500","MSS041",5,155,2006,"kig"
"1501","MSS044",5,153,2006,"kig"
"1502","MSS046",6,154,2006,"kig"
"1503","MSS048",5,157,2006,"kig"
"1504","MSS049",5,157,2006,"kig"
"1505","MSS050",5,157,2006,"kig"
"1506","MSS051",5,153,2006,"kig"
"1507","MSS052",4,154,2006,"kig"
"1508","MSS053",4,146,2006,"kig"
"1509","MSS057",4,155,2006,"kig"
"1510","MSS063",4,153,2006,"kig"
"1511","MSS064",8,158,2006,"kig"
"1512","MSS065",3,159,2006,"kig"
"1513","MSS066",6,155,2006,"kig"
"1514","MSS067",5,157,2006,"kig"
"1515","MSS068",2,157,2006,"kig"
"1516","MSS070",5,161,2006,"kig"
"1517","MSS071",5,167,2006,"kig"
"1518","MSS073",5,153,2006,"kig"
"1519","MSS076",4,154,2006,"kig"
"1520","MSS078",5,156,2006,"kig"
"1521","MSS079",5,161,2006,"kig"
"1522","PLF029",3,167,2006,"kig"
"1523","PLF083",6,154,2006,"kig"
"1524","PLF122",3,NA,2006,"kig"
"1525","BCL001",5,144,2007,"kig"
"1526","BCL004",4,144,2007,"kig"
"1527","BCL006",5,148,2007,"kig"
"1528","BCL007",5,142,2007,"kig"
"1529","BCL013",5,140,2007,"kig"
"1530","BCL015",6,146,2007,"kig"
"1531","BCL020",5,142,2007,"kig"
"1532","BCL027",6,149,2007,"kig"
"1533","BCL031",6,NA,2007,"kig"
"1534","BCL036",6,143,2007,"kig"
"1535","BCL039",6,150,2007,"kig"
"1536","BCL040",6,148,2007,"kig"
"1537","BCL043",6,149,2007,"kig"
"1538","BCL044",5,151,2007,"kig"
"1539","BCL045",4,151,2007,"kig"
"1540","BCL047",6,151,2007,"kig"
"1541","BCL048",5,151,2007,"kig"
"1542","BCL049",5,149,2007,"kig"
"1543","BCL051",5,151,2007,"kig"
"1544","BCL052",5,142,2007,"kig"
"1545","BCL055",5,140,2007,"kig"
"1546","BCL056",5,143,2007,"kig"
"1547","BCL057",6,152,2007,"kig"
"1548","BCL060",5,146,2007,"kig"
"1549","BCL061",6,146,2007,"kig"
"1550","BCL063",5,144,2007,"kig"
"1551","BCL067",5,151,2007,"kig"
"1552","BCL068",5,150,2007,"kig"
"1553","BCL071",6,147,2007,"kig"
"1554","BCL072",5,146,2007,"kig"
"1555","BCL073",4,148,2007,"kig"
"1556","BCL074",5,151,2007,"kig"
"1557","BCL075",5,158,2007,"kig"
"1558","BCL076",4,146,2007,"kig"
"1559","BCL077",5,158,2007,"kig"
"1560","BCL078",6,154,2007,"kig"
"1561","BCL079",4,154,2007,"kig"
"1562","BCL080",6,151,2007,"kig"
"1563","BCL081",4,158,2007,"kig"
"1564","BCL082",6,141,2007,"kig"
"1565","BCL083",5,151,2007,"kig"
"1566","BCL084",4,161,2007,"kig"
"1567","BCL086",5,157,2007,"kig"
"1568","BCL087",5,159,2007,"kig"
"1569","BCL088",2,164,2007,"kig"
"1570","BCL089",6,154,2007,"kig"
"1571","JBW020",6,143,2007,"kig"
"1572","JBW022",5,140,2007,"kig"
"1573","JBW028",4,143,2007,"kig"
"1574","JBW029",5,146,2007,"kig"
"1575","JBW037",7,147,2007,"kig"
"1576","JBW039",4,147,2007,"kig"
"1577","JBW044",7,148,2007,"kig"
"1578","JBW046",5,148,2007,"kig"
"1579","JBW048",5,148,2007,"kig"
"1580","JBW049",6,148,2007,"kig"
"1581","JBW050",6,148,2007,"kig"
"1582","JBW051",5,145,2007,"kig"
"1583","JBW053",5,143,2007,"kig"
"1584","JBW054",6,146,2007,"kig"
"1585","JBW055",5,146,2007,"kig"
"1586","JBW056",5,149,2007,"kig"
"1587","JBW057",6,140,2007,"kig"
"1588","JBW058",6,140,2007,"kig"
"1589","JBW061",6,146,2007,"kig"
"1590","JBW062",5,151,2007,"kig"
"1591","JBW063",5,151,2007,"kig"
"1592","JBW064",3,152,2007,"kig"
"1593","JBW065",6,152,2007,"kig"
"1594","JBW066",5,153,2007,"kig"
"1595","JBW067",6,144,2007,"kig"
"1596","JBW069",6,154,2007,"kig"
"1597","JBW070",5,153,2007,"kig"
"1598","JBW073",4,154,2007,"kig"
"1599","JBW074",6,145,2007,"kig"
"1600","JBW075",5,151,2007,"kig"
"1601","JBW077",6,146,2007,"kig"
"1602","JBW080",6,147,2007,"kig"
"1603","JBW081",5,138,2007,"kig"
"1604","JBW082",6,148,2007,"kig"
"1605","JBW083",6,152,2007,"kig"
"1606","JBW084",6,147,2007,"kig"
"1607","JBW085",5,147,2007,"kig"
"1608","JBW087",6,147,2007,"kig"
"1609","JBW089",5,158,2007,"kig"
"1610","JBW093",5,154,2007,"kig"
"1611","JBW097",4,164,2007,"kig"
"1612","JBW098",4,155,2007,"kig"
"1613","JBW100",5,152,2007,"kig"
"1614","JBW101",4,152,2007,"kig"
"1615","JJW007",5,143,2007,"kig"
"1616","JJW008",6,143,2007,"kig"
"1617","JJW016",5,146,2007,"kig"
"1618","JJW021",3,144,2007,"kig"
"1619","JJW025",6,147,2007,"kig"
"1620","JJW026",6,148,2007,"kig"
"1621","JJW029",7,145,2007,"kig"
"1622","JJW030",7,145,2007,"kig"
"1623","JJW032",5,145,2007,"kig"
"1624","JJW037",6,149,2007,"kig"
"1625","JJW041",5,149,2007,"kig"
"1626","JJW045",5,149,2007,"kig"
"1627","JJW046",5,151,2007,"kig"
"1628","JJW048",7,143,2007,"kig"
"1629","JJW049",7,148,2007,"kig"
"1630","JJW050",6,144,2007,"kig"
"1631","JJW051",3,152,2007,"kig"
"1632","JJW052",7,147,2007,"kig"
"1633","JJW053",6,152,2007,"kig"
"1634","JJW054",5,147,2007,"kig"
"1635","JJW055",5,146,2007,"kig"
"1636","JJW056",5,155,2007,"kig"
"1637","JJW057",4,150,2007,"kig"
"1638","JJW058",3,152,2007,"kig"
"1639","JJW059",6,152,2007,"kig"
"1640","JJW060",4,152,2007,"kig"
"1641","JJW063",5,160,2007,"kig"
"1642","MLS018",2,144,2007,"kig"
"1643","MLS031",5,143,2007,"kig"
"1644","MLS035",6,145,2007,"kig"
"1645","MLS040",6,149,2007,"kig"
"1646","MLS041",5,149,2007,"kig"
"1647","MLS045",5,146,2007,"kig"
"1648","MLS046",6,143,2007,"kig"
"1649","MLS047",5,151,2007,"kig"
"1650","MLS048",5,149,2007,"kig"
"1651","MLS052",5,134,2007,"kig"
"1652","MLS053",6,144,2007,"kig"
"1653","MLS057",6,145,2007,"kig"
"1654","MLS059",6,149,2007,"kig"
"1655","MLS060",5,139,2007,"kig"
"1656","MLS062",6,146,2007,"kig"
"1657","MLS065",4,156,2007,"kig"
"1658","MLS066",5,152,2007,"kig"
"1659","MLS067",5,144,2007,"kig"
"1660","MLS069",6,151,2007,"kig"
"1661","MLS073",5,151,2007,"kig"
"1662","PLF046",5,153,2007,"kig"
"1663","PLF075",5,146,2007,"kig"
"1664","PLF077",5,152,2007,"kig"
"1665","TJH014",4,140,2007,"kig"
"1666","TJH015",5,143,2007,"kig"
"1667","TJH019",5,140,2007,"kig"
"1668","TJH023",5,141,2007,"kig"
"1669","TJH024",6,144,2007,"kig"
"1670","TJH025",5,141,2007,"kig"
"1671","TJH026",4,142,2007,"kig"
"1672","TJH028",4,146,2007,"kig"
"1673","TJH030",7,146,2007,"kig"
"1674","TJH033",5,147,2007,"kig"
"1675","TJH034",5,147,2007,"kig"
"1676","TJH039",5,148,2007,"kig"
"1677","TJH043",6,141,2007,"kig"
"1678","TJH044",7,139,2007,"kig"
"1679","TJH045",6,148,2007,"kig"
"1680","TJH046",5,133,2007,"kig"
"1681","TJH052",6,146,2007,"kig"
"1682","TJH056",5,149,2007,"kig"
"1683","TJH057",6,151,2007,"kig"
"1684","TJH059",6,148,2007,"kig"
"1685","TJH061",5,151,2007,"kig"
"1686","TJH062",5,151,2007,"kig"
"1687","TJH063",6,151,2007,"kig"
"1688","TJH064",6,153,2007,"kig"
"1689","TJH065",4,144,2007,"kig"
"1690","TJH066",5,156,2007,"kig"
"1691","TJH067",5,152,2007,"kig"
"1692","TJH068",5,152,2007,"kig"
"1693","TJH069",5,149,2007,"kig"
"1694","TJH071",5,152,2007,"kig"
"1695","TJH073",6,151,2007,"kig"
"1696","TJH074",5,150,2007,"kig"
"1697","TJH075",5,151,2007,"kig"
"1698","TJH076",6,158,2007,"kig"
"1699","TJH077",6,146,2007,"kig"
"1700","TJH078",4,154,2007,"kig"
"1701","TJH082",5,148,2007,"kig"
"1702","TJH083",3,154,2007,"kig"
"1703","TJH084",5,149,2007,"kig"
"1704","TJH085",5,153,2007,"kig"
"1705","BCL010",5,149,2008,"kig"
"1706","BCL011",5,145,2008,"kig"
"1707","BCL013",5,145,2008,"kig"
"1708","BCL014",6,149,2008,"kig"
"1709","BCL015",6,149,2008,"kig"
"1710","BCL016",4,149,2008,"kig"
"1711","BCL017",5,148,2008,"kig"
"1712","BCL020",5,145,2008,"kig"
"1713","BCL022",5,150,2008,"kig"
"1714","BCL023",5,150,2008,"kig"
"1715","BCL024",6,148,2008,"kig"
"1716","BCL025",6,150,2008,"kig"
"1717","BCL028",5,147,2008,"kig"
"1718","BCL029",4,151,2008,"kig"
"1719","BCL030",6,149,2008,"kig"
"1720","BCL031",5,151,2008,"kig"
"1721","BCL032",5,151,2008,"kig"
"1722","BCL033",5,151,2008,"kig"
"1723","BCL034",5,151,2008,"kig"
"1724","BCL035",6,152,2008,"kig"
"1725","BCL038",2,147,2008,"kig"
"1726","BCL042",6,146,2008,"kig"
"1727","BCL044",6,145,2008,"kig"
"1728","BCL046",7,152,2008,"kig"
"1729","BCL048",5,154,2008,"kig"
"1730","BCL049",4,148,2008,"kig"
"1731","BCL050",4,153,2008,"kig"
"1732","BCL051",5,148,2008,"kig"
"1733","BCL052",5,150,2008,"kig"
"1734","BCL053",5,157,2008,"kig"
"1735","BCL054",5,152,2008,"kig"
"1736","BCL055",5,147,2008,"kig"
"1737","BCL056",5,149,2008,"kig"
"1738","BCL057",5,158,2008,"kig"
"1739","BCL058",4,157,2008,"kig"
"1740","BCL061",5,152,2008,"kig"
"1741","BCL063",6,149,2008,"kig"
"1742","BCL064",5,148,2008,"kig"
"1743","BCL065",5,144,2008,"kig"
"1744","BCL066",5,163,2008,"kig"
"1745","BCL067",6,148,2008,"kig"
"1746","BCL068",6,157,2008,"kig"
"1747","BCL069",4,152,2008,"kig"
"1748","BCL070",6,159,2008,"kig"
"1749","BCL071",3,157,2008,"kig"
"1750","BCL072",5,160,2008,"kig"
"1751","BCL073",3,163,2008,"kig"
"1752","BCL074",5,149,2008,"kig"
"1753","BCL075",4,173,2008,"kig"
"1754","JKL011",4,147,2008,"kig"
"1755","JKL015",5,144,2008,"kig"
"1756","JKL018",6,148,2008,"kig"
"1757","JKL020",5,142,2008,"kig"
"1758","JKL024",6,149,2008,"kig"
"1759","JKL025",6,149,2008,"kig"
"1760","JKL027",6,147,2008,"kig"
"1761","JKL029",6,144,2008,"kig"
"1762","JKL033",5,152,2008,"kig"
"1763","JKL034",5,150,2008,"kig"
"1764","JKL035",4,152,2008,"kig"
"1765","JKL036",10,146,2008,"kig"
"1766","JKL040",5,153,2008,"kig"
"1767","JKL041",5,150,2008,"kig"
"1768","JKL042",6,153,2008,"kig"
"1769","JKL043",7,149,2008,"kig"
"1770","JKL044",6,151,2008,"kig"
"1771","JKL046",5,149,2008,"kig"
"1772","JKL047",5,149,2008,"kig"
"1773","JKL049",6,149,2008,"kig"
"1774","JKL050",5,141,2008,"kig"
"1775","JKL051",5,152,2008,"kig"
"1776","JKL052",5,150,2008,"kig"
"1777","JKL053",6,150,2008,"kig"
"1778","JKL054",5,148,2008,"kig"
"1779","JKL055",5,160,2008,"kig"
"1780","JKL056",6,154,2008,"kig"
"1781","JKL057",4,144,2008,"kig"
"1782","JKL058",4,160,2008,"kig"
"1783","JKL059",5,147,2008,"kig"
"1784","JKL060",6,151,2008,"kig"
"1785","JKL061",2,151,2008,"kig"
"1786","JKL062",5,151,2008,"kig"
"1787","JKL063",2,155,2008,"kig"
"1788","JKL064",5,162,2008,"kig"
"1789","JKL065",6,154,2008,"kig"
"1790","JKL066",5,154,2008,"kig"
"1791","JKL067",4,160,2008,"kig"
"1792","PLF004",5,156,2008,"kig"
"1793","PLF010",2,158,2008,"kig"
"1794","PLF024",5,145,2008,"kig"
"1795","PLF101",6,147,2008,"kig"
"1796","PLF102",5,148,2008,"kig"
"1797","SMO012",6,145,2008,"kig"
"1798","SMO018",5,147,2008,"kig"
"1799","SMO020",6,149,2008,"kig"
"1800","SMO023",6,149,2008,"kig"
"1801","SMO026",6,150,2008,"kig"
"1802","SMO028",5,148,2008,"kig"
"1803","SMO029",5,151,2008,"kig"
"1804","SMO031",5,152,2008,"kig"
"1805","SMO032",6,151,2008,"kig"
"1806","SMO034",5,149,2008,"kig"
"1807","SMO036",5,152,2008,"kig"
"1808","SMO038",6,151,2008,"kig"
"1809","SMO040",3,153,2008,"kig"
"1810","SMO041",6,147,2008,"kig"
"1811","SMO042",4,144,2008,"kig"
"1812","SMO043",6,145,2008,"kig"
"1813","SMO044",6,152,2008,"kig"
"1814","SMO048",6,146,2008,"kig"
"1815","SMO049",6,153,2008,"kig"
"1816","SMO050",5,149,2008,"kig"
"1817","SMO051",6,154,2008,"kig"
"1818","SMO052",5,149,2008,"kig"
"1819","SMO053",6,150,2008,"kig"
"1820","SMO055",5,149,2008,"kig"
"1821","SMO056",6,149,2008,"kig"
"1822","SMO059",5,153,2008,"kig"
"1823","SMO060",5,153,2008,"kig"
"1824","SMO063",3,159,2008,"kig"
"1825","SMO064",5,154,2008,"kig"
"1826","SMO065",6,154,2008,"kig"
"1827","SMO067",4,157,2008,"kig"
"1828","SMO068",6,152,2008,"kig"
"1829","SMO069",6,150,2008,"kig"
"1830","SMO070",5,154,2008,"kig"
"1831","SMO071",5,150,2008,"kig"
"1832","SMO072",4,159,2008,"kig"
"1833","SMO073",3,165,2008,"kig"
"1834","SMO074",3,161,2008,"kig"
"1835","SMO075",4,NA,2008,"kig"
"1836","SMO077",4,146,2008,"kig"
"1837","J00003",3,NA,2009,"kig"
"1838","J00038",2,147,2009,"kig"
"1839","J00047",4,147,2009,"kig"
"1840","J00051",2,148,2009,"kig"
"1841","J00054",3,148,2009,"kig"
"1842","J00072",2,148,2009,"kig"
"1843","J00080",2,151,2009,"kig"
"1844","J00099",2,149,2009,"kig"
"1845","J00101",3,149,2009,"kig"
"1846","J00102",3,153,2009,"kig"
"1847","J00106",3,148,2009,"kig"
"1848","J00109",2,156,2009,"kig"
"1849","J00110",2,150,2009,"kig"
"1850","J00113",3,150,2009,"kig"
"1851","J00114",4,153,2009,"kig"
"1852","J00117",2,148,2009,"kig"
"1853","J00118",3,150,2009,"kig"
"1854","J00120",3,142,2009,"kig"
"1855","J00121",3,151,2009,"kig"
"1856","J00122",3,151,2009,"kig"
"1857","M00005",3,146,2009,"kig"
"1858","M00020",4,147,2009,"kig"
"1859","M00024",4,148,2009,"kig"
"1860","M00025",4,148,2009,"kig"
"1861","M00028",4,149,2009,"kig"
"1862","M00031",3,149,2009,"kig"
"1863","M00039",3,152,2009,"kig"
"1864","M00041",3,150,2009,"kig"
"1865","M00042",2,157,2009,"kig"
"1866","M00043",4,152,2009,"kig"
"1867","M00050",3,150,2009,"kig"
"1868","M00053",3,146,2009,"kig"
"1869","N00024",4,147,2009,"kig"
"1870","N00036",3,149,2009,"kig"
"1871","N00042",5,148,2009,"kig"
"1872","N00055",4,150,2009,"kig"
"1873","N00069",4,150,2009,"kig"
"1874","N00077",5,153,2009,"kig"
"1875","N00079",4,152,2009,"kig"
"1876","N00082",4,149,2009,"kig"
"1877","N00091",2,148,2009,"kig"
"1878","N00092",4,157,2009,"kig"
"1879","N00093",3,157,2009,"kig"
"1880","N00094",3,149,2009,"kig"
"1881","N00095",3,151,2009,"kig"
"1882","N00096",3,151,2009,"kig"
"1883","N00101",3,NA,2009,"kig"
"1884","N00102",3,149,2009,"kig"
"1885","N00103",3,155,2009,"kig"
"1886","N00104",3,147,2009,"kig"
"1887","N00106",4,159,2009,"kig"
"1888","N00108",3,147,2009,"kig"
"1889","R00054",3,146,2009,"kig"
"1890","R00055",4,146,2009,"kig"
"1891","R00057",2,146,2009,"kig"
"1892","R00058",2,146,2009,"kig"
"1893","R00063",3,146,2009,"kig"
"1894","R00070",3,150,2009,"kig"
"1895","R00078",4,148,2009,"kig"
"1896","R00083",3,148,2009,"kig"
"1897","R00085",4,148,2009,"kig"
"1898","R00102",4,146,2009,"kig"
"1899","R00103",4,152,2009,"kig"
"1900","R00111",4,149,2009,"kig"
"1901","R00115",2,143,2009,"kig"
"1902","R00125",3,150,2009,"kig"
"1903","R00127",2,153,2009,"kig"
"1904","R00129",3,144,2009,"kig"
"1905","R00130",3,154,2009,"kig"
"1906","R00131",2,157,2009,"kig"
"1907","R00134",3,146,2009,"kig"
"1908","R00135",3,149,2009,"kig"
"1909","R00136",2,158,2009,"kig"
"1910","R00137",3,153,2009,"kig"
"1911","S00001",1,NA,2009,"kig"
"1912","S00007",2,153,2009,"kig"
"1913","S00008",2,147,2009,"kig"
"1914","S00009",4,153,2009,"kig"
"1915","S00010",3,149,2009,"kig"
"1916","S00011",3,147,2009,"kig"
"1917","S00012",3,147,2009,"kig"
"1918","S00014",3,149,2009,"kig"
"1919","S00015",3,153,2009,"kig"
"1920","S00016",3,150,2009,"kig"
"1921","S00017",2,151,2009,"kig"
"1922","T00047",3,148,2009,"kig"
"1923","T00049",2,148,2009,"kig"
"1924","T00053",4,148,2009,"kig"
"1925","T00066",2,151,2009,"kig"
"1926","T00072",4,143,2009,"kig"
"1927","T00085",2,145,2009,"kig"
"1928","T00088",3,147,2009,"kig"
"1929","T00089",3,147,2009,"kig"
"1930","T00091",3,153,2009,"kig"
"1931","T00092",2,149,2009,"kig"
"1932","T00093",2,149,2009,"kig"
"1933","T00094",2,150,2009,"kig"
"1934","T00095",2,147,2009,"kig"
"1935","T00096",1,149,2009,"kig"
"1936","A00028",3,145,2010,"kig"
"1937","A00035",5,NA,2010,"kig"
"1938","A00044",5,146,2010,"kig"
"1939","A00048",5,149,2010,"kig"
"1940","A00050",3,153,2010,"kig"
"1941","A00052",4,150,2010,"kig"
"1942","A00054",6,150,2010,"kig"
"1943","A00056",6,150,2010,"kig"
"1944","A00070",5,147,2010,"kig"
"1945","A00075",6,154,2010,"kig"
"1946","A00076",4,146,2010,"kig"
"1947","A00081",5,145,2010,"kig"
"1948","A00082",5,151,2010,"kig"
"1949","A00083",6,148,2010,"kig"
"1950","A00088",4,151,2010,"kig"
"1951","A00105",5,157,2010,"kig"
"1952","A00109",4,142,2010,"kig"
"1953","A00111",6,149,2010,"kig"
"1954","H00002",4,151,2010,"kig"
"1955","H00003",4,151,2010,"kig"
"1956","M00040",6,152,2010,"kig"
"1957","M00041",5,152,2010,"kig"
"1958","M00060",5,151,2010,"kig"
"1959","M00065",5,NA,2010,"kig"
"1960","M00067",6,147,2010,"kig"
"1961","M00072",4,154,2010,"kig"
"1962","M00074",3,151,2010,"kig"
"1963","M00080",5,144,2010,"kig"
"1964","M00082",5,154,2010,"kig"
"1965","M00083",9,NA,2010,"kig"
"1966","M00086",6,147,2010,"kig"
"1967","M00090",7,152,2010,"kig"
"1968","M00093",5,146,2010,"kig"
"1969","M00095",4,152,2010,"kig"
"1970","MW0048",4,NA,2010,"kig"
"1971","MW0074",3,148,2010,"kig"
"1972","MW0081",2,NA,2010,"kig"
"1973","MW0082",6,151,2010,"kig"
"1974","MW0108",6,151,2010,"kig"
"1975","MW0109",4,151,2010,"kig"
"1976","MW0112",5,149,2010,"kig"
"1977","MW0116",3,154,2010,"kig"
"1978","MW0118",4,146,2010,"kig"
"1979","MW0120",4,153,2010,"kig"
"1980","MW0121",6,150,2010,"kig"
"1981","MW0123",6,152,2010,"kig"
"1982","MW0126",6,148,2010,"kig"
"1983","MW0127",4,151,2010,"kig"
"1984","MW0140",4,156,2010,"kig"
"1985","MW0144",5,152,2010,"kig"
"1986","MW0145",5,151,2010,"kig"
"1987","MW0146",5,155,2010,"kig"
"1988","MW0148",5,153,2010,"kig"
"1989","N00049",5,150,2010,"kig"
"1990","N00060",5,153,2010,"kig"
"1991","N00069",4,153,2010,"kig"
"1992","N00074",3,153,2010,"kig"
"1993","N00083",3,153,2010,"kig"
"1994","N00085",3,154,2010,"kig"
"1995","N00088",5,150,2010,"kig"
"1996","N00091",6,150,2010,"kig"
"1997","N00092",3,153,2010,"kig"
"1998","N00094",4,154,2010,"kig"
"1999","N00095",5,148,2010,"kig"
"2000","N00096",5,151,2010,"kig"
"2001","N00100",5,145,2010,"kig"
"2002","N00101",6,148,2010,"kig"
"2003","N00113",6,149,2010,"kig"
"2004","N00114",5,148,2010,"kig"
"2005","N00115",5,156,2010,"kig"
"2006","N00116",4,148,2010,"kig"
"2007","N00121",4,153,2010,"kig"
"2008","N00122",4,156,2010,"kig"
"2009","N00123",4,152,2010,"kig"
"2010","N00131",4,155,2010,"kig"
"2011","N00132",5,151,2010,"kig"
"2012","N00150",4,162,2010,"kig"
"2013","R00002",4,150,2010,"kig"
"2014","R00005",5,148,2010,"kig"
"2015","R00007",5,148,2010,"kig"
"2016","R00009",3,147,2010,"kig"
"2017","R00010",5,146,2010,"kig"
"2018","R00013",5,149,2010,"kig"
"2019","R00017",6,149,2010,"kig"
"2020","R00019",6,149,2010,"kig"
"2021","R00020",4,149,2010,"kig"
"2022","R00025",5,145,2010,"kig"
"2023","R00028",5,151,2010,"kig"
"2024","R00029",5,151,2010,"kig"
"2025","R00042",5,152,2010,"kig"
"2026","R00044",5,149,2010,"kig"
"2027","R00045",6,149,2010,"kig"
"2028","R00047",5,152,2010,"kig"
"2029","R00050",4,146,2010,"kig"
"2030","R00054",5,153,2010,"kig"
"2031","R00055",6,147,2010,"kig"
"2032","R00061",5,153,2010,"kig"
"2033","R00067",6,153,2010,"kig"
"2034","R00071",4,154,2010,"kig"
"2035","R00073",4,154,2010,"kig"
"2036","R00075",4,145,2010,"kig"
"2037","R00077",3,154,2010,"kig"
"2038","R00078",4,148,2010,"kig"
"2039","R00079",2,153,2010,"kig"
"2040","R00080",5,154,2010,"kig"
"2041","R00083",4,154,2010,"kig"
"2042","R00087",4,152,2010,"kig"
"2043","R00090",4,151,2010,"kig"
"2044","R00091",2,151,2010,"kig"
"2045","R00094",2,161,2010,"kig"
"2046","R00095",3,168,2010,"kig"
"2047","R00096",4,150,2010,"kig"
"2048","C00001",6,142,2011,"kig"
"2049","C00002",6,141,2011,"kig"
"2050","C00058",5,148,2011,"kig"
"2051","C00064",5,150,2011,"kig"
