"STATION","NAME","DATE","AWND","FMTM","PGTM","TAVG","TMAX","TMIN","WDF1","WDF2","WDF5","WDFG","WDFM","WSF1","WSF2","WSF5","WSFG","WSFM"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-05-29","6.8"," 1416"," 1621","4.4","5.0","3.3",,"   60","   50",,,,"9.8","10.7",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-05-30","4.6"," 0018"," 0018","5.0","6.1","3.3",,"   50","   50",,,,"7.2","8.0",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-05-31","6.9"," 2355"," 2336","5.6","6.7","3.9",,"  150","  150",,,,"11.6","14.3",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-06-01","9.3"," 0914"," 0909","5.6","6.7","4.4",,"  150","  150",,,,"12.5","14.8",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-06-02","7.5"," 1504"," 1434","6.1","7.8","3.9",,"  150","  150",,,,"10.7","13.0",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-06-03","7.2"," 1723"," 1734","5.6","6.1","4.4",,"  100","  100",,,,"9.8","11.2",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-06-04","4.4"," 2357"," 1612","5.0","6.1","3.9",,"  130","  160",,,,"6.3","7.2",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-06-05","5.9"," 2344"," 2342","5.0","7.2","2.8",,"  110","  110",,,,"10.7","13.0",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-06-06","6.9"," 0631"," 0036","5.0","5.6","3.9",,"   90","  120",,,,"12.5","14.8",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-06-07","12.5"," 1706"," 1841","3.9","4.4","2.8",,"  320","  330",,,,"16.5","19.7",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-06-08","6.0"," 0319"," 0218","5.6","7.8","3.3",,"  310","  310",,,,"10.7","13.9",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-06-09","3.4"," 2349"," 2349","2.8","5.0","0.0",,"   80","   80",,,,"7.2","8.0",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-06-10","5.9"," 1350"," 1349","5.0","6.7","2.8",,"   80","   90",,,,"8.9","9.8",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-06-11","6.7"," 1127"," 1323","6.1","8.9","2.8",,"   60","   60",,,,"10.7","11.6",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-06-12","7.9"," 1943"," 1943","6.1","8.3","3.9",,"   20","   20",,,,"10.7","13.0",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-06-13","4.1"," 0135"," 1319","6.1","8.3","3.3",,"   50","  350",,,,"7.2","7.6",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-06-14","2.6"," 1647"," 1700","7.2","11.1","2.8",,"  340","  330",,,,"6.3","7.2",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-06-15","5.0"," 1622"," 1622","5.0","7.8","2.2",,"   60","   60",,,,"7.2","8.0",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-06-16","5.6"," 2358"," 1844","6.7","7.8","5.0",,"   60","   80",,,,"7.6","9.4",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-06-17","8.6"," 2157"," 2156","6.1","6.7","5.0",,"   50","   40",,,,"10.7","13.0",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-06-18","10.5"," 2246"," 2322","6.1","7.2","4.4",,"  330","  320",,,,"13.4","15.6",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-06-19","7.2"," 2358"," 0200","5.6","6.7","4.4",,"  330","  320",,,,"13.0","14.8",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-06-20","6.6"," 0220"," 0529","5.6","7.2","3.9",,"  230","  230",,,,"10.3","11.6",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-06-21","2.6"," 0032"," 0031","5.0","7.2","2.2",,"  320","  310",,,,"6.3","6.7",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-06-22","3.4"," 1801"," 2009","6.7","8.3","4.4",,"  100","  150",,,,"5.8","9.8",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-06-23","3.0"," 1638"," 1638","6.7","8.3","4.4",,"  250","  240",,,,"5.8","6.3",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-06-24","3.5"," 1925"," 1900","6.7","10.0","2.8",,"  340","  320",,,,"5.8","6.7",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-06-25","2.1"," 1300"," 1247","9.4","16.7","1.7",,"   90","   90",,,,"5.8","6.3",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-06-26","2.8"," 1832"," 1658","7.2","11.7","2.8",,"  100","  110",,,,"5.4","6.3",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-06-27","5.1"," 1413"," 1608","-17.8","15.6","5.6",,"   20","   20",,,,"8.0","9.8",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-06-28","4.8"," 2355"," 1521","8.9","12.8","4.4",,"  250","  250",,,,"7.6","9.4",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-06-29","6.5"," 0815"," 1327","7.2","7.8","6.7",,"  250","  260",,,,"8.9","10.3",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-06-30","5.0"," 1615"," 1701","8.3","10.0","6.7",,"   10","  360",,,,"7.6","8.9",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-07-01","6.1"," 2356"," 2331","7.8","10.0","5.6",,"   20","   20",,,,"10.3","13.0",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-07-02","6.6"," 0006"," 0508","8.9","10.6","7.2",,"   20","   20",,,,"11.2","13.0",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-07-03","4.4"," 1814"," 1901","8.9","11.1","6.7",,"   70","   70",,,,"7.6","8.0",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-07-04","6.3"," 2303"," 2302","8.9","10.6","6.7",,"   60","   60",,,,"10.3","11.6",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-07-05","6.7"," 0146"," 0146","8.3","9.4","7.2",,"   60","   60",,,,"9.8","11.6",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-07-06","4.6"," 0744"," 0743","8.3","9.4","6.7",,"  140","  140",,,,"8.9","9.8",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-07-07","5.1"," 2018"," 2018","8.9","11.1","6.7",,"   40","   30",,,,"7.6","8.9",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-07-08","3.3"," 0844"," 0844","8.9","10.6","7.2",,"   20","   20",,,,"5.8","6.7",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-07-09","3.0"," 2324"," 2324","8.3","10.0","6.7",,"  130","  120",,,,"7.2","8.0",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-07-10","6.0"," 0534"," 0439","8.3","8.9","7.8",,"  130","  130",,,,"8.0","10.3",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-07-11","5.5"," 0344"," 0343","7.8","8.3","7.2",,"  130","  130",,,,"8.9","9.8",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-07-12","2.6"," 1624"," 1621","8.3","9.4","7.2",,"  200","  190",,,,"4.5","5.8",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-07-13","4.4"," 1954"," 1954","8.3","8.9","7.2",,"  150","  150",,,,"8.0","9.8",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-07-14","4.4"," 0031"," 0125","8.3","9.4","7.2",,"  160","  170",,,,"7.2","8.0",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-07-15","4.6"," 1952"," 1934","8.3","9.4","7.2",,"  240","  250",,,,"6.7","7.6",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-07-16","8.1"," 1512"," 1504","10.0","11.7","7.8",,"  260","  270",,,,"11.6","14.3",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-07-17","6.0"," 1543"," 0000","8.9","10.0","7.8",,"  240","  250",,,,"8.9","10.3",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-07-18","4.8"," 2013"," 2013","8.9","10.0","7.2",,"  230","  230",,,,"9.4","10.3",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-07-19","6.3"," 0742"," 0517","8.9","11.1","6.7",,"  240","  240",,,,"9.4","10.7",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-07-20","6.2"," 1822"," 1819","9.4","11.7","7.2",,"  320","  320",,,,"8.9","10.3",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-07-21","3.1"," 0055"," 0004","9.4","10.6","7.8",,"  340","  340",,,,"6.7","7.6",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-07-22","3.3"," 2345"," 2332","8.9","10.0","7.2",,"  110","  110",,,,"6.7","7.6",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-07-23","4.7"," 1239"," 1247","9.4","11.1","7.8",,"   60","   60",,,,"7.6","9.4",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-07-24","2.4"," 1621"," 1351","8.3","9.4","7.2",,"  200","  200",,,,"4.5","5.8",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-07-25","3.7"," 1437"," 1411","10.6","12.2","8.3",,"   10","   10",,,,"5.8","7.2",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-07-26","5.1"," 2210"," 2209","9.4","11.1","7.8",,"  270","  270",,,,"8.9","10.3",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-07-27","6.4"," 0330"," 0451","10.0","11.1","8.3",,"  270","  270",,,,"10.3","11.6",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-07-28","3.6"," 0044"," 0045","9.4","10.6","8.3",,"  300","  310",,,,"7.2","8.0",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-07-29","4.4"," 2323"," 2304","8.3","8.9","7.8",,"   80","   80",,,,"8.0","9.8",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-07-30","8.0"," 1526"," 1526","7.8","11.1","3.9",,"   20","   20",,,,"11.6","13.9",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-07-31","3.7"," 2337"," 2312","6.7","10.0","2.8",,"  100","  110",,,,"7.2","8.9",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-08-01","7.6"," 1816"," 1921","8.9","10.0","7.8",,"   80","   60",,,,"10.7","13.4",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-08-02","7.7"," 1338"," 1337","8.9","9.4","8.3",,"  170","  170",,,,"13.4","16.1",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-08-03","7.3"," 1418"," 1622","10.0","10.6","8.9",,"  250","  250",,,,"9.8","11.6",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-08-04","5.8"," 2202"," 2215","9.4","10.6","8.3",,"  200","  200",,,,"8.0","9.4",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-08-05","6.0"," 2358"," 2349","9.4","10.6","8.3",,"  200","  200",,,,"8.0","9.8",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-08-06","7.0"," 1636"," 1557","8.9","9.4","7.8",,"  200","  200",,,,"9.4","10.7",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-08-07","3.1"," 0042"," 0037","9.4","10.0","8.3",,"  220","  220",,,,"7.2","8.9",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-08-08","3.9"," 1648"," 1646","9.4","10.6","7.8",,"  200","  200",,,,"6.3","7.2",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-08-09","4.6"," 0711"," 0700","8.9","10.0","7.8",,"  220","  200",,,,"6.7","8.0",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-08-10","3.3"," 1506"," 1504","10.6","12.2","8.9",,"  210","  210",,,,"6.7","7.6",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-08-11","4.0"," 2102"," 2253","10.0","11.1","8.9",,"  200","  200",,,,"6.7","7.6",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-08-12","5.5"," 1557"," 1601","11.1","12.8","8.9",,"  220","  220",,,,"10.3","11.6",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-08-13","6.6"," 1510"," 1509","11.7","13.3","9.4",,"  220","  220",,,,"9.8","11.2",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-08-14","3.5"," 0747"," 0725","9.4","12.2","6.1",,"  250","  250",,,,"5.8","6.7",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-08-15","1.6"," 1649"," 1707","9.4","16.1","2.8",,"  250","  250",,,,"5.8","5.8",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-08-16","4.5"," 1640"," 1638","10.6","12.8","7.8",,"  250","  250",,,,"7.2","8.0",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-08-17","6.6"," 1711"," 1647","11.1","13.3","8.3",,"  240","  250",,,,"9.8","11.6",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-08-18","5.5"," 1237"," 1406","10.6","11.7","9.4",,"  260","  260",,,,"8.0","9.8",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-08-19","4.2"," 1851"," 1916","10.6","11.7","9.4",,"  270","  280",,,,"8.0","9.8",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-08-20","5.5"," 1538"," 1419","10.0","11.1","8.3",,"   10","  360",,,,"9.4","10.7",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-08-21","3.2"," 0731"," 0448","10.0","11.7","7.8",,"  360","   10",,,,"6.7","8.0",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-08-22","5.6"," 1345"," 1210","10.0","11.1","8.3",,"  150","  160",,,,"7.6","9.4",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-08-23","2.7"," 1919"," 1922","10.6","12.2","8.3",,"   70","   70",,,,"6.3","7.2",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-08-24","5.7"," 2358"," 2331","9.4","10.0","8.3",,"  180","  170",,,,"9.4","11.2",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-08-25","7.0"," 1122"," 1047","9.4","10.0","8.9",,"  200","  200",,,,"10.3","12.5",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-08-26","3.9"," 1542"," 1917","10.0","11.1","8.3",,"  250","  260",,,,"8.9","10.3",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-08-27","5.9"," 2013"," 2013","9.4","10.6","8.3",,"   90","   90",,,,"9.4","10.3",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-08-28","10.5"," 1600"," 1612","9.4","10.6","8.3",,"  140","  130",,,,"17.9","20.1",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-08-29","13.8"," 0442"," 0441","9.4","11.1","7.2",,"  250","  260",,,,"23.2","27.3",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-08-30","8.2"," 1847"," 1846","8.9","9.4","7.8",,"  110","  100",,,,"16.1","19.7",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-08-31","11.2"," 1022"," 1007","9.4","10.6","8.3",,"  210","  220",,,,"16.1","20.6",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-09-01","7.2"," 0704"," 0701","8.9","10.0","7.8",,"  240","  240",,,,"9.8","12.5",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-09-02","5.1"," 0026"," 0026","9.4","11.1","7.8",,"  200","  200",,,,"8.0","9.4",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-09-03","6.6"," 1620"," 1458","8.9","10.0","7.2",,"  220","  240",,,,"9.4","10.7",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-09-04","10.5"," 1655"," 1654","9.4","10.6","7.8",,"  250","  240",,,,"14.3","17.9",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-09-05","10.0"," 2023"," 2051","8.9","10.0","7.2",,"  240","  240",,,,"14.8","17.4",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-09-06","9.8"," 0128"," 0027","9.4","10.0","8.3",,"  260","  260",,,,"14.3","18.3",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-09-07","7.3"," 1354"," 1455","8.9","9.4","7.8",,"  240","  250",,,,"13.0","14.8",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-09-08","5.3"," 1706"," 1706","8.3","8.9","7.2",,"  200","  200",,,,"8.0","9.4",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-09-09","9.8"," 2255"," 2350","8.9","10.0","7.2",,"  290","  300",,,,"14.8","17.4",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-09-10","9.7"," 0352"," 0554","8.3","10.0","6.7",,"  300","  310",,,,"14.8","17.4",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-09-11","7.8"," 1741"," 1741","7.2","8.9","5.6",,"  260","  260",,,,"13.9","16.5",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-09-12","4.5"," 1307"," 1303","6.7","9.4","3.3",,"  340","  340",,,,"9.8","11.2",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-09-13","2.2"," 1007"," 1007","5.0","8.9","1.1",,"   20","   10",,,,"7.2","8.0",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-09-14","2.4"," 2200"," 2206","3.9","8.9","-1.7",,"  130","  130",,,,"6.3","6.7",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-09-15","5.8"," 0828"," 0736","7.8","9.4","6.1",,"  120","  100",,,,"8.0","10.3",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-09-16","6.7"," 1710"," 1433","8.3","10.6","5.6",,"   60","   70",,,,"9.8","11.6",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-09-17","6.1"," 1032"," 1031","6.7","8.9","4.4",,"   40","   30",,,,"9.8","11.2",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-09-18","4.2"," 1836"," 1834","5.0","7.8","1.7",,"  100","  110",,,,"6.7","7.6",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-09-19","8.7"," 2135"," 2134","8.3","9.4","6.7",,"  140","  140",,,,"12.5","14.3",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-09-20","9.2"," 0501"," 0547","8.9","9.4","7.8",,"  160","  160",,,,"13.9","16.1",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-09-21","9.6"," 0527"," 0609","8.3","10.6","6.1",,"  200","  210",,,,"13.4","15.6",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-09-22","6.2"," 1522"," 1205","7.2","8.9","5.0",,"  340","  340",,,,"9.4","10.7",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-09-23","3.6"," 0142"," 0141","5.6","8.3","2.2",,"   10","   20",,,,"8.0","9.4",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-09-24","2.3"," 1032"," 1318","6.1","10.0","1.7",,"  240","  230",,,,"4.5","5.4",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-09-25","7.7"," 2038"," 2157","6.1","8.3","3.9",,"   60","   70",,,,"12.5","13.9",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-09-26","11.3"," 1344"," 1341","6.7","7.8","5.6",,"   50","   50",,,,"14.8","17.4",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-09-27","7.7"," 0147"," 0339","6.1","7.8","4.4",,"   50","   50",,,,"11.6","13.9",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-09-28","5.7"," 1428"," 1150","6.1","7.2","4.4",,"  330","  330",,,,"8.0","10.3",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-09-29","5.1"," 1705"," 1705","6.1","7.2","5.0",,"  260","  260",,,,"8.0","9.4",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-09-30","5.4"," 2312"," 2340","8.3","11.1","5.0",,"  230","  230",,,,"8.0","9.8",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-10-01","5.5"," 1352"," 0033","8.3","8.9","7.8",,"  240","  240",,,,"7.6","9.4",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-10-02","2.5"," 1315"," 1318","7.8","9.4","5.6",,"  190","  190",,,,"6.3","7.2",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-10-03","2.4"," 2359"," 2352","6.7","7.8","5.6",,"   50","   50",,,,"4.5","5.8",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-10-04","6.7"," 1837"," 2208","6.7","8.9","3.9",,"   10","   10",,,,"11.2","13.4",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-10-05","11.7"," 1905"," 1951","3.9","6.7","1.1",,"   10","   10",,,,"17.4","20.6",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-10-06","10.1"," 0006"," 0005","2.2","3.9","0.0",,"  340","  340",,,,"15.6","19.2",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-10-07","7.3"," 0547"," 0547","3.9","6.7","0.6",,"  320","  320",,,,"13.0","14.3",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-10-08","4.8"," 1439"," 1439","4.4","7.8","1.1",,"  260","  260",,,,"8.9","9.8",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-10-09","3.2"," 1834"," 1731","2.8","7.2","-1.7",,"   10","   10",,,,"7.2","8.9",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-10-10","4.7"," 1343"," 1253","1.7","6.7","-3.3",,"   10","   20",,,,"9.8","11.6",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-10-11","9.7"," 1616"," 1616","1.7","7.2","-4.4",,"  160","  160",,,,"15.6","17.4",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-10-12","7.8"," 2231"," 2128","7.2","8.3","5.6",,"  160","  160",,,,"17.9","21.0",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-10-13","10.4"," 1124"," 1120","7.8","8.3","6.7",,"  210","  210",,,,"14.8","18.3",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-10-14","11.1"," 2105"," 2107","5.6","7.2","3.3",,"  280","  270",,,,"14.8","17.9",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-10-15","8.0"," 1341"," 1337","5.0","6.7","3.3",,"  300","  290",,,,"11.2","13.9",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-10-16","9.0"," 1014"," 0802","3.3","5.6","1.1",,"  340","  340",,,,"13.4","16.1",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-10-17","6.7"," 0352"," 0507","3.3","5.6","0.6",,"  290","  310",,,,"11.2","13.4",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-10-18","5.1"," 1618"," 1903","3.9","6.1","1.1",,"  340","  340",,,,"8.9","10.3",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-10-19","2.8"," 2137"," 0017","1.7","5.0","-1.7",,"   90","  330",,,,"7.2","8.0",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-10-20","9.3"," 2208"," 2140","3.9","5.6","1.7",,"   60","   30",,,,"14.3","18.3",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-10-21","11.3"," 0859"," 1434","2.2","5.0","-0.6",,"   30","  360",,,,"14.8","17.4",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-10-22","6.7"," 0151"," 0151","1.7","3.3","-0.6",,"  340","  350",,,,"13.4","16.1",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-10-23","8.9"," 1149"," 1109","5.0","7.2","2.2",,"  150","  160",,,,"17.9","21.0",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-10-24","8.4"," 2158"," 2311","5.0","7.2","2.8",,"  170","  170",,,,"13.0","15.6",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-10-25","8.8"," 1139"," 1139","5.0","6.7","2.8",,"  220","  220",,,,"13.9","16.1",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-10-26","7.0"," 0422"," 0421","3.9","6.7","0.6",,"  340","  340",,,,"13.0","16.1",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-10-27","9.5"," 1830"," 2022","3.9","6.1","1.7",,"  180","  180",,,,"15.6","17.9",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-10-28","7.8"," 0046"," 0106","5.0","6.7","3.3",,"  180","  190",,,,"15.6","18.3",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-10-29","4.8"," 1848"," 1847","3.9","5.6","1.7",,"  230","  230",,,,"9.8","11.2",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-10-30","4.4"," 1329"," 1329","3.3","5.0","1.1",,"  230","  230",,,,"11.2","12.5",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-10-31","2.4"," 0435"," 0430","2.2","3.9","0.0",,"  200","  210",,,,"6.7","7.6",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-11-01","8.0"," 1655"," 1654","3.3","4.4","1.7",,"  240","  250",,,,"13.0","15.6",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-11-02","9.3"," 1358"," 1334","2.8","3.9","1.1",,"  250","  230",,,,"13.9","16.5",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-11-03","15.7"," 2252"," 2134","5.0","7.2","2.8",,"   90","   80",,,,"25.9","30.4",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-11-04","11.8"," 2354"," 0024","5.6","6.7","4.4",,"  100","  110",,,,"23.2","28.2",,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","2000-11-05","9.6"," 0842"," 0841","5.6","6.1","4.4",,"  130","  140",,,,"13.9","16.1",,
